seed,best_epoch,auc,f1,acc,prec,rec
42,17,0.9131143264817049,0.8227571115973742,0.8839541547277937,0.8173913043478261,0.8281938325991189
0,5,0.93342395399131,0.8375706214689266,0.8901623686723973,0.8068027210884354,0.8707782672540382
1,6,0.9431885377338393,0.8434237995824635,0.8925501432664756,0.8015873015873016,0.8898678414096917
2,8,0.9362953402067853,0.8174386920980926,0.8720152817574021,0.7623888182973316,0.8810572687224669
3,16,0.9358224915900496,0.8162692847124825,0.874880611270296,0.7812080536912752,0.8546255506607929
